lenguaje;matematicas;sociales;Id;filosofia;biologia;quimica;fisica;nivel_ingles; sisben;estrato;genero;puntaje_saber11   
alto;alto;alto;1;medio;medio;medio;superior;A1;2;3;Hombre;bajo
medio;bajo;medio;2;medio;medio;alto;alto;A1;1;1;Hombre;bajo
medio;medio;medio;3;alto;medio;medio;medio;A1;5;3;Mujer;bajo
medio;medio;medio;4;medio;medio;alto;alto;A2;5;4;Hombre;bajo
medio;medio;medio;5;medio;medio;medio;alto;A1;1;1;Hombre;bajo
alto;alto;alto;6;alto;medio;alto;alto;A-;1;1;Hombre;bajo
medio;medio;medio;7;medio;medio;medio;alto;A1;1;2;Hombre;bajo
medio;medio;medio;8;medio;medio;medio;medio;A-;3;2;Hombre;bajo
medio;medio;alto;9;medio;medio;alto;alto;A1;2;2;Mujer;bajo
medio;alto;medio;10;medio;medio;medio;medio;A1;-9;2;Mujer;bajo
medio;medio;medio;11;medio;alto;medio;medio;A-;5;3;Hombre;bajo
medio;medio;medio;12;medio;medio;medio;medio;A1;1;1;Mujer;bajo
medio;alto;alto;13;alto;alto;medio;medio;A1;2;3;Hombre;bajo
alto;medio;alto;14;alto;alto;alto;alto;A2;2;2;Mujer;bajo
alto;medio;alto;15;medio;medio;medio;medio;A-;2;1;Hombre;bajo
alto;alto;alto;16;medio;alto;alto;alto;A1;5;6;Mujer;bajo
alto;alto;alto;17;alto;alto;alto;alto;A1;1;1;Mujer;bajo
medio;medio;alto;18;medio;medio;medio;medio;A2;3;3;Mujer;bajo
medio;medio;medio;19;medio;alto;alto;alto;A-;1;1;Hombre;bajo
alto;alto;medio;20;alto;medio;medio;medio;A1;5;3;Hombre;bajo
medio;medio;medio;21;medio;medio;medio;medio;A-;1;2;Hombre;bajo
alto;medio;alto;22;alto;medio;alto;medio;A2;1;1;Hombre;bajo
medio;medio;medio;23;medio;medio;medio;medio;A1;5;3;Hombre;bajo
medio;medio;alto;24;alto;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;25;alto;alto;alto;alto;B1;5;2;Mujer;bajo
alto;alto;alto;26;alto;medio;alto;medio;A1;5;3;Hombre;bajo
medio;medio;medio;27;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;alto;alto;28;medio;medio;medio;alto;A1;5;2;Mujer;bajo
alto;alto;alto;29;medio;alto;medio;alto;A1;5;2;Mujer;bajo
alto;alto;alto;30;alto;alto;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;31;alto;alto;alto;alto;A2;5;4;Hombre;bajo
alto;medio;medio;32;medio;medio;medio;medio;A2;5;5;Mujer;bajo
alto;alto;alto;33;alto;alto;alto;alto;A1;1;3;Mujer;bajo
alto;alto;alto;34;alto;alto;medio;alto;A2;5;2;Mujer;bajo
alto;alto;alto;35;medio;medio;alto;medio;A1;2;2;Mujer;bajo
alto;alto;medio;36;alto;alto;medio;medio;B1;5;4;Hombre;bajo
alto;alto;medio;37;alto;medio;medio;medio;A1;1;1;Hombre;bajo
alto;medio;medio;38;medio;medio;alto;alto;B1;1;1;Hombre;bajo
medio;alto;alto;39;medio;alto;alto;alto;A1;1;1;Hombre;bajo
alto;medio;medio;40;medio;medio;medio;medio;A-;5;3;Mujer;bajo
alto;alto;alto;41;alto;alto;alto;medio;A2;5;3;Hombre;bajo
medio;alto;medio;42;medio;medio;medio;medio;A1;2;2;Hombre;bajo
alto;medio;medio;43;medio;alto;alto;medio;A1;3;3;Mujer;bajo
medio;alto;medio;44;medio;medio;alto;medio;A1;1;1;Hombre;bajo
medio;medio;medio;45;medio;medio;alto;medio;A-;1;1;Hombre;bajo
alto;alto;alto;46;medio;alto;alto;alto;A-;3;3;Mujer;bajo
alto;medio;medio;47;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;alto;medio;48;medio;medio;medio;medio;A-;3;3;Hombre;bajo
alto;alto;alto;49;medio;medio;medio;alto;A1;5;2;Hombre;bajo
alto;alto;alto;50;medio;alto;alto;alto;A2;2;2;Mujer;bajo
alto;alto;alto;51;alto;alto;medio;medio;B1;5;5;Hombre;bajo
alto;medio;alto;52;medio;alto;alto;alto;A-;1;3;Hombre;bajo
alto;alto;alto;53;alto;alto;alto;alto;A2;1;1;Mujer;bajo
alto;alto;alto;54;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;alto;55;medio;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;alto;56;medio;medio;alto;alto;A1;1;1;Hombre;bajo
medio;alto;alto;57;medio;alto;medio;alto;A1;2;2;Mujer;bajo
alto;alto;alto;58;alto;alto;alto;medio;A2;5;3;Hombre;bajo
medio;medio;medio;59;medio;medio;medio;medio;A-;2;2;Mujer;bajo
alto;medio;alto;60;medio;alto;alto;medio;A1;2;2;Hombre;bajo
medio;medio;alto;61;alto;alto;medio;alto;A1;1;2;Hombre;bajo
alto;superior;alto;62;alto;superior;alto;superior;A1;5;5;Hombre;bajo
alto;superior;alto;63;medio;medio;alto;alto;B+;5;6;Hombre;bajo
alto;medio;alto;64;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;medio;medio;65;medio;medio;medio;alto;A-;5;2;Mujer;bajo
alto;alto;alto;66;medio;alto;alto;alto;B1;5;4;Mujer;bajo
alto;alto;alto;67;medio;medio;alto;medio;A2;5;2;Hombre;bajo
alto;superior;alto;68;alto;alto;alto;alto;B+;5;4;Mujer;bajo
medio;alto;medio;69;alto;medio;medio;alto;A1;1;1;Mujer;bajo
medio;alto;alto;70;medio;medio;medio;medio;A-;2;3;Mujer;bajo
alto;medio;alto;71;medio;medio;medio;medio;A-;2;2;Mujer;bajo
medio;alto;medio;72;medio;alto;alto;medio;A-;3;3;Hombre;bajo
medio;medio;medio;73;medio;medio;medio;medio;A-;1;3;Hombre;bajo
alto;alto;alto;74;alto;alto;alto;medio;A2;5;3;Hombre;bajo
medio;alto;alto;75;alto;alto;alto;alto;A1;2;2;Mujer;bajo
medio;medio;medio;76;alto;alto;medio;alto;A1;2;2;Hombre;bajo
medio;alto;alto;77;medio;medio;medio;medio;A-;2;3;Mujer;bajo
alto;medio;alto;78;medio;alto;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;79;medio;medio;medio;alto;A1;5;2;Hombre;bajo
medio;alto;medio;80;alto;medio;medio;medio;A1;1;1;Mujer;bajo
alto;alto;alto;81;alto;alto;alto;alto;A2;5;4;Hombre;bajo
medio;alto;medio;82;medio;medio;alto;medio;A1;5;3;Hombre;bajo
alto;alto;alto;83;alto;alto;alto;alto;A2;5;4;Hombre;bajo
alto;alto;alto;84;alto;alto;alto;alto;A2;2;2;Hombre;bajo
alto;medio;medio;85;medio;alto;medio;medio;A1;5;2;Hombre;bajo
alto;alto;alto;86;medio;alto;alto;medio;A2;3;3;Hombre;bajo
alto;alto;alto;87;medio;medio;medio;alto;B1;5;2;Hombre;bajo
medio;medio;alto;88;alto;alto;alto;alto;A-;2;2;Hombre;bajo
medio;medio;alto;89;alto;medio;alto;alto;A1;5;3;Hombre;bajo
alto;medio;alto;90;medio;alto;medio;alto;A-;1;1;Hombre;bajo
alto;alto;medio;91;medio;medio;medio;medio;A1;4;5;Hombre;bajo
alto;alto;alto;92;medio;alto;alto;superior;B1;3;3;Hombre;bajo
alto;medio;alto;93;alto;alto;alto;medio;A1;5;2;Hombre;bajo
alto;alto;medio;94;medio;alto;alto;medio;A1;5;2;Mujer;bajo
superior;superior;alto;95;alto;superior;alto;alto;A2;5;3;Hombre;bajo
alto;alto;alto;96;medio;medio;medio;medio;A2;3;3;Mujer;bajo
alto;alto;alto;97;alto;medio;alto;alto;A1;2;1;Mujer;bajo
alto;superior;alto;98;alto;alto;alto;alto;A1;2;3;Mujer;bajo
alto;medio;alto;99;alto;alto;alto;alto;B1;5;3;Hombre;bajo
medio;alto;medio;100;alto;medio;medio;medio;A-;5;2;Hombre;bajo
alto;medio;medio;101;medio;medio;alto;medio;A-;1;1;Hombre;bajo
alto;alto;alto;102;medio;alto;medio;medio;A1;5;2;Mujer;bajo
medio;alto;alto;103;alto;alto;medio;medio;A1;2;3;Hombre;bajo
medio;alto;medio;104;medio;alto;medio;medio;A2;5;3;Hombre;bajo
medio;medio;medio;105;medio;medio;medio;medio;A-;5;4;Hombre;bajo
alto;medio;alto;106;medio;alto;alto;alto;A1;3;2;Hombre;bajo
alto;medio;medio;107;medio;medio;medio;alto;A-;1;1;Hombre;bajo
alto;alto;alto;108;alto;alto;alto;alto;A1;2;3;Mujer;bajo
medio;alto;alto;109;medio;medio;medio;medio;A2;5;3;Hombre;bajo
alto;alto;alto;110;alto;alto;medio;alto;A-;1;1;Hombre;bajo
alto;superior;alto;111;alto;alto;alto;alto;A2;5;4;Mujer;bajo
alto;alto;medio;112;alto;alto;alto;medio;A2;5;3;Mujer;bajo
alto;alto;alto;113;alto;alto;alto;alto;A1;2;3;Hombre;bajo
medio;medio;medio;114;medio;medio;medio;medio;A-;5;3;Hombre;bajo
medio;medio;alto;115;alto;medio;medio;medio;A1;5;3;Hombre;bajo
medio;alto;medio;116;alto;medio;medio;alto;A1;5;3;Mujer;bajo
alto;alto;alto;117;medio;alto;alto;medio;A1;5;3;Hombre;bajo
medio;medio;alto;118;medio;alto;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;119;medio;alto;alto;alto;A1;1;1;Hombre;bajo
medio;medio;medio;120;medio;alto;alto;medio;B+;5;2;Hombre;bajo
alto;medio;alto;121;alto;alto;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;122;medio;alto;medio;medio;A1;5;4;Hombre;bajo
alto;medio;alto;123;alto;medio;alto;medio;A1;5;3;Hombre;bajo
medio;bajo;bajo;124;bajo;medio;medio;medio;A-;5;2;Hombre;bajo
alto;alto;alto;125;medio;medio;alto;alto;A2;1;2;Hombre;bajo
alto;medio;medio;126;medio;alto;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;127;medio;alto;alto;alto;A1;5;2;Hombre;bajo
medio;medio;medio;128;medio;alto;medio;medio;A1;3;2;Hombre;bajo
medio;bajo;medio;129;medio;medio;alto;medio;A1;2;2;Mujer;bajo
alto;medio;alto;130;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;131;medio;medio;alto;medio;A1;3;3;Hombre;bajo
alto;alto;medio;132;medio;alto;medio;medio;A1;5;2;Hombre;bajo
medio;alto;medio;133;alto;medio;medio;medio;A1;1;1;Hombre;bajo
medio;medio;alto;134;medio;alto;medio;alto;A1;3;2;Hombre;bajo
alto;alto;alto;135;medio;alto;medio;medio;A2;5;3;Hombre;bajo
alto;medio;medio;136;medio;alto;alto;medio;A2;5;5;Mujer;bajo
alto;medio;alto;137;alto;alto;alto;medio;B1;5;4;Hombre;bajo
medio;medio;alto;138;alto;medio;medio;alto;A1;3;3;Hombre;bajo
alto;alto;alto;139;medio;alto;alto;alto;A1;5;3;Mujer;bajo
alto;medio;alto;140;alto;medio;alto;medio;A2;1;1;Hombre;bajo
alto;alto;alto;141;medio;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;142;alto;alto;alto;alto;A1;5;3;Mujer;bajo
medio;alto;alto;143;medio;alto;alto;alto;A1;5;1;Mujer;bajo
alto;alto;alto;144;medio;alto;alto;alto;B1;5;2;Hombre;bajo
medio;medio;medio;145;medio;medio;medio;medio;A-;2;2;Mujer;bajo
medio;medio;alto;146;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;medio;147;medio;alto;alto;medio;A1;5;3;Hombre;bajo
medio;medio;alto;148;medio;alto;medio;medio;A-;5;3;Hombre;bajo
alto;alto;alto;149;alto;alto;alto;medio;A1;1;1;Mujer;bajo
medio;medio;medio;150;medio;medio;alto;medio;A1;1;1;Mujer;bajo
medio;alto;alto;151;medio;alto;alto;medio;A1;2;2;Hombre;bajo
medio;medio;medio;152;medio;medio;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;153;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;medio;medio;154;alto;medio;alto;alto;A1;2;2;Hombre;bajo
alto;medio;alto;155;medio;alto;medio;medio;A1;5;2;Mujer;bajo
alto;medio;alto;156;medio;medio;medio;alto;A-;5;2;Hombre;bajo
alto;alto;alto;157;alto;alto;alto;medio;A1;5;4;Hombre;bajo
alto;alto;alto;158;medio;medio;alto;medio;A2;5;2;Mujer;bajo
medio;medio;medio;159;alto;alto;medio;alto;A1;5;2;Hombre;bajo
alto;medio;alto;160;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;161;medio;medio;medio;medio;A1;5;3;Mujer;bajo
alto;alto;alto;162;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;medio;medio;163;alto;medio;medio;medio;A1;1;1;Hombre;bajo
alto;medio;medio;164;medio;alto;medio;alto;A1;5;2;Hombre;bajo
medio;medio;medio;165;medio;medio;medio;alto;A1;5;3;Hombre;bajo
alto;medio;medio;166;alto;alto;medio;medio;A-;2;2;Mujer;bajo
alto;alto;medio;167;medio;medio;alto;alto;A1;1;1;Hombre;bajo
alto;alto;alto;168;medio;alto;alto;alto;A2;5;3;Mujer;bajo
medio;alto;alto;169;alto;medio;alto;medio;A1;3;3;Hombre;bajo
medio;alto;alto;170;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;alto;alto;171;medio;medio;alto;alto;A1;1;1;Hombre;bajo
medio;alto;medio;172;medio;alto;medio;medio;A1;2;2;Hombre;bajo
alto;alto;alto;173;alto;alto;superior;alto;A2;2;2;Hombre;bajo
medio;medio;alto;174;medio;alto;medio;medio;A2;1;1;Mujer;bajo
alto;medio;medio;175;medio;medio;alto;medio;A-;5;3;Mujer;bajo
medio;medio;alto;176;medio;medio;medio;medio;A1;4;2;Hombre;bajo
alto;medio;medio;177;medio;medio;alto;medio;A-;1;1;Hombre;bajo
alto;medio;medio;178;medio;alto;medio;alto;A-;5;3;Mujer;bajo
medio;medio;medio;179;medio;alto;medio;medio;A1;5;2;Hombre;bajo
alto;medio;alto;180;bajo;medio;alto;medio;A-;2;2;Hombre;bajo
alto;medio;alto;181;medio;medio;medio;medio;A-;5;2;Hombre;bajo
medio;alto;medio;182;medio;alto;alto;alto;A1;1;1;Mujer;bajo
medio;medio;medio;183;medio;medio;medio;medio;A1;1;1;Mujer;bajo
alto;alto;alto;184;medio;alto;alto;alto;A1;5;2;Hombre;bajo
medio;alto;alto;185;alto;medio;alto;alto;A1;5;2;Mujer;bajo
alto;medio;medio;186;alto;alto;alto;medio;A1;5;1;Hombre;bajo
alto;alto;medio;187;medio;alto;alto;medio;A1;2;2;Hombre;bajo
medio;medio;medio;188;medio;medio;medio;medio;A1;5;3;Hombre;bajo
alto;medio;alto;189;medio;medio;alto;medio;A1;1;1;Hombre;bajo
alto;alto;alto;190;alto;alto;alto;medio;A2;5;2;Mujer;bajo
medio;medio;medio;191;medio;alto;medio;alto;A-;5;5;Hombre;bajo
alto;alto;medio;192;alto;alto;superior;alto;B1;1;2;Hombre;bajo
medio;alto;alto;193;medio;alto;alto;alto;A2;5;4;Hombre;bajo
alto;alto;medio;194;medio;alto;alto;medio;A1;5;3;Hombre;bajo
medio;alto;alto;195;medio;medio;medio;medio;A2;1;1;Hombre;bajo
medio;medio;medio;196;medio;medio;alto;medio;A1;3;3;Mujer;bajo
alto;medio;alto;197;medio;alto;alto;medio;A1;2;3;Hombre;bajo
medio;medio;medio;198;medio;medio;medio;medio;A1;3;3;Hombre;bajo
alto;alto;alto;199;alto;alto;medio;alto;A2;2;2;Mujer;bajo
medio;alto;alto;200;medio;alto;medio;medio;B1;5;6;Hombre;bajo
alto;alto;alto;201;alto;alto;medio;alto;A2;5;4;Hombre;bajo
alto;alto;medio;202;medio;alto;alto;medio;A1;2;2;Mujer;bajo
medio;medio;medio;203;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;alto;204;medio;medio;alto;medio;B1;5;6;Hombre;bajo
alto;alto;alto;205;medio;alto;alto;medio;A-;2;2;Hombre;bajo
alto;alto;alto;206;medio;medio;medio;medio;A-;2;2;Mujer;bajo
medio;alto;medio;207;alto;medio;alto;medio;A1;5;3;Mujer;bajo
medio;alto;alto;208;alto;alto;medio;alto;A1;2;2;Hombre;bajo
alto;medio;medio;209;bajo;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;alto;210;superior;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;211;alto;alto;alto;medio;A2;5;3;Mujer;bajo
alto;medio;medio;212;alto;medio;medio;medio;A1;5;5;Hombre;bajo
medio;medio;medio;213;medio;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;214;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;medio;alto;215;medio;alto;medio;medio;A2;2;2;Mujer;bajo
medio;medio;medio;216;alto;medio;medio;medio;A-;5;3;Hombre;bajo
medio;medio;medio;217;bajo;alto;medio;medio;A-;2;2;Hombre;bajo
medio;medio;medio;218;alto;medio;medio;medio;A1;1;2;Hombre;bajo
alto;alto;alto;219;alto;alto;alto;medio;B1;5;3;Hombre;bajo
alto;alto;medio;220;alto;alto;medio;medio;A2;5;4;Mujer;bajo
medio;medio;medio;221;medio;medio;medio;medio;A1;5;1;Hombre;bajo
alto;alto;alto;222;alto;alto;alto;alto;A2;5;3;Mujer;bajo
alto;medio;alto;223;medio;alto;medio;alto;A-;1;1;Hombre;bajo
alto;superior;alto;224;alto;alto;alto;medio;A2;1;2;Mujer;bajo
medio;alto;medio;225;alto;medio;alto;alto;A1;1;2;Hombre;bajo
alto;alto;alto;226;medio;alto;alto;medio;A1;5;3;Hombre;bajo
medio;medio;medio;227;medio;medio;medio;medio;A1;1;1;Mujer;bajo
medio;medio;medio;228;medio;medio;medio;medio;A1;5;2;Hombre;bajo
alto;medio;medio;229;medio;bajo;alto;medio;A1;5;4;Mujer;bajo
medio;medio;medio;230;medio;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;medio;231;medio;alto;alto;medio;A2;5;3;Hombre;bajo
alto;alto;medio;232;alto;medio;alto;medio;B1;1;1;Hombre;bajo
medio;medio;medio;233;medio;medio;medio;medio;A-;2;2;Hombre;bajo
medio;alto;alto;234;medio;alto;alto;alto;A1;2;2;Mujer;bajo
medio;alto;medio;235;medio;medio;medio;alto;A1;1;1;Hombre;bajo
alto;alto;alto;236;medio;alto;alto;alto;A1;2;2;Mujer;bajo
alto;superior;alto;237;medio;alto;alto;alto;A1;5;4;Mujer;bajo
medio;medio;medio;238;medio;medio;medio;alto;A1;1;1;Hombre;bajo
alto;alto;medio;239;alto;medio;alto;medio;A1;2;2;Hombre;bajo
medio;alto;alto;240;medio;alto;medio;alto;A1;1;2;Hombre;bajo
alto;medio;medio;241;medio;medio;alto;alto;A-;2;2;Mujer;bajo
superior;alto;alto;242;alto;alto;superior;alto;B1;5;2;Hombre;bajo
alto;alto;medio;243;medio;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;alto;244;alto;alto;alto;medio;A1;5;3;Mujer;bajo
alto;medio;medio;245;medio;alto;medio;alto;A2;1;1;Hombre;bajo
alto;medio;medio;246;medio;medio;alto;alto;A1;2;2;Mujer;bajo
alto;alto;alto;247;medio;alto;medio;alto;A-;5;3;Hombre;bajo
alto;medio;medio;248;medio;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;249;medio;alto;alto;alto;B+;5;5;Mujer;bajo
medio;alto;alto;250;medio;alto;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;251;medio;alto;alto;alto;A2;2;2;Mujer;bajo
alto;alto;alto;252;alto;alto;alto;alto;A2;1;1;Mujer;bajo
alto;alto;alto;253;alto;medio;alto;medio;A-;2;2;Hombre;bajo
alto;medio;medio;254;medio;medio;medio;medio;B1;5;3;Hombre;bajo
alto;alto;alto;255;medio;alto;alto;alto;A2;5;3;Hombre;bajo
alto;alto;alto;256;medio;alto;alto;medio;A2;5;4;Hombre;bajo
alto;medio;alto;257;medio;alto;alto;medio;A2;3;1;Hombre;bajo
alto;medio;alto;258;alto;medio;medio;medio;A-;5;3;Hombre;bajo
alto;medio;medio;259;medio;medio;medio;medio;A1;2;2;Mujer;bajo
alto;medio;alto;260;alto;medio;medio;medio;A-;1;1;Hombre;bajo
alto;medio;medio;261;medio;alto;medio;alto;A-;5;3;Mujer;bajo
medio;medio;medio;262;medio;medio;medio;medio;A-;2;2;Hombre;bajo
medio;alto;alto;263;alto;medio;alto;medio;A1;2;2;Mujer;bajo
alto;alto;alto;264;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;265;alto;alto;alto;alto;A2;1;1;Hombre;bajo
alto;alto;medio;266;medio;medio;medio;medio;A1;5;3;Mujer;bajo
medio;alto;medio;267;medio;medio;medio;alto;A1;1;1;Mujer;bajo
alto;alto;medio;268;medio;medio;medio;alto;A1;2;1;Hombre;bajo
alto;alto;alto;269;medio;medio;alto;alto;B+;5;6;Mujer;bajo
medio;alto;alto;270;alto;medio;alto;alto;A1;5;3;Hombre;bajo
alto;alto;medio;271;medio;medio;alto;alto;A2;5;3;Hombre;bajo
alto;medio;alto;272;medio;medio;medio;medio;A1;5;2;Hombre;bajo
alto;alto;alto;273;alto;medio;alto;alto;A1;5;2;Hombre;bajo
medio;bajo;medio;274;medio;medio;medio;medio;A1;5;2;Mujer;bajo
alto;medio;alto;275;medio;alto;medio;medio;A1;2;3;Mujer;bajo
alto;alto;alto;276;alto;alto;alto;medio;A-;1;3;Hombre;bajo
alto;medio;medio;277;medio;medio;medio;medio;A1;1;1;Mujer;bajo
medio;alto;alto;278;medio;alto;alto;medio;A1;1;1;Hombre;bajo
medio;medio;medio;279;medio;medio;alto;medio;A-;2;3;Mujer;bajo
alto;alto;medio;280;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;alto;alto;281;alto;alto;alto;alto;B1;5;3;Hombre;bajo
medio;medio;alto;282;medio;medio;medio;medio;A-;4;3;Hombre;bajo
medio;alto;medio;283;medio;medio;medio;alto;A1;1;1;Hombre;bajo
alto;superior;alto;284;alto;alto;alto;alto;B+;5;5;Hombre;bajo
medio;medio;medio;285;medio;medio;medio;medio;A-;1;2;Hombre;bajo
medio;bajo;medio;286;medio;medio;medio;medio;A-;1;1;Mujer;bajo
alto;medio;alto;287;medio;alto;alto;medio;A1;2;2;Mujer;bajo
alto;superior;alto;288;alto;alto;alto;alto;B1;5;3;Hombre;bajo
medio;medio;medio;289;medio;alto;medio;medio;A-;2;2;Hombre;bajo
medio;medio;medio;290;medio;medio;medio;medio;A-;5;4;Mujer;bajo
alto;alto;medio;291;medio;alto;alto;medio;A1;2;2;Mujer;bajo
alto;alto;medio;292;alto;alto;alto;alto;B+;5;6;Hombre;bajo
superior;alto;alto;293;alto;alto;alto;alto;A2;1;2;Hombre;bajo
medio;medio;medio;294;bajo;medio;medio;medio;A1;2;2;Hombre;bajo
medio;medio;medio;295;medio;medio;medio;alto;A1;1;2;Hombre;bajo
medio;medio;medio;296;bajo;alto;alto;medio;A1;5;4;Hombre;bajo
medio;alto;alto;297;alto;alto;alto;alto;A1;2;2;Mujer;bajo
medio;medio;medio;298;alto;alto;medio;medio;A1;1;1;Mujer;bajo
medio;medio;medio;299;alto;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;alto;300;alto;medio;alto;alto;A-;5;2;Mujer;bajo
alto;alto;medio;301;alto;alto;alto;medio;A2;1;1;Hombre;bajo
alto;alto;alto;302;medio;alto;alto;alto;A2;5;3;Hombre;bajo
alto;medio;alto;303;alto;medio;medio;medio;A1;2;2;Hombre;bajo
medio;alto;alto;304;medio;alto;alto;medio;A2;5;5;Hombre;bajo
alto;medio;medio;305;medio;alto;medio;medio;A1;1;1;Hombre;bajo
alto;medio;alto;306;alto;alto;alto;alto;A-;1;2;Mujer;bajo
medio;medio;alto;307;medio;medio;medio;alto;A1;1;2;Mujer;bajo
medio;alto;medio;308;medio;medio;alto;alto;A1;5;3;Mujer;bajo
alto;alto;medio;309;medio;medio;medio;medio;A-;1;3;Hombre;bajo
alto;alto;medio;310;medio;medio;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;311;medio;alto;medio;medio;B1;5;3;Hombre;bajo
alto;medio;medio;312;alto;alto;medio;medio;A1;2;1;Hombre;bajo
alto;medio;medio;313;alto;medio;alto;alto;A2;5;3;Hombre;bajo
alto;alto;medio;314;medio;alto;alto;medio;A2;5;3;Hombre;bajo
alto;alto;medio;315;medio;alto;alto;medio;A1;2;2;Mujer;bajo
medio;alto;medio;316;medio;medio;alto;medio;A1;2;2;Hombre;bajo
medio;medio;medio;317;alto;alto;medio;medio;A1;5;3;Mujer;bajo
medio;alto;medio;318;medio;medio;alto;alto;A1;5;3;Mujer;bajo
alto;alto;alto;319;medio;medio;alto;alto;B1;5;2;Hombre;bajo
medio;medio;medio;320;medio;alto;alto;medio;A-;1;1;Hombre;bajo
alto;medio;alto;321;medio;alto;medio;alto;A1;5;2;Mujer;bajo
alto;medio;alto;322;medio;medio;alto;medio;A1;5;3;Hombre;bajo
alto;alto;alto;323;alto;alto;alto;alto;A1;5;5;Hombre;bajo
alto;alto;alto;324;alto;alto;alto;alto;B1;2;2;Hombre;bajo
medio;alto;alto;325;medio;alto;medio;alto;A1;2;2;Hombre;bajo
alto;alto;alto;326;medio;alto;alto;alto;A1;5;2;Hombre;bajo
alto;alto;alto;327;medio;medio;medio;medio;A1;5;1;Hombre;bajo
alto;medio;medio;328;medio;medio;alto;medio;A2;5;1;Hombre;bajo
medio;alto;medio;329;medio;medio;alto;medio;A1;5;3;Hombre;bajo
medio;alto;medio;330;medio;alto;medio;alto;A2;1;1;Mujer;bajo
superior;alto;alto;331;medio;alto;medio;alto;A1;2;2;Mujer;bajo
medio;alto;medio;332;alto;alto;alto;medio;A1;3;3;Hombre;bajo
medio;medio;medio;333;medio;alto;medio;medio;A-;2;2;Mujer;bajo
alto;alto;alto;334;medio;alto;alto;superior;B+;5;6;Hombre;bajo
medio;alto;medio;335;medio;medio;medio;alto;A-;1;1;Hombre;bajo
alto;medio;medio;336;medio;alto;medio;medio;A1;2;2;Hombre;bajo
alto;medio;medio;337;alto;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;medio;338;medio;medio;medio;alto;A-;5;3;Hombre;bajo
medio;alto;medio;339;medio;alto;medio;medio;A-;5;3;Hombre;bajo
medio;medio;medio;340;medio;medio;medio;medio;A-;3;3;Hombre;bajo
medio;alto;medio;341;medio;medio;alto;medio;A1;2;2;Hombre;bajo
medio;alto;medio;342;medio;medio;alto;medio;A-;5;3;Mujer;bajo
alto;alto;alto;343;medio;alto;alto;medio;B1;5;3;Hombre;bajo
alto;alto;medio;344;alto;alto;alto;alto;A1;5;4;Mujer;bajo
alto;alto;alto;345;alto;alto;alto;medio;A2;2;2;Hombre;bajo
alto;medio;medio;346;medio;medio;medio;medio;A1;5;3;Mujer;bajo
alto;medio;alto;347;medio;alto;medio;medio;A1;2;2;Mujer;bajo
alto;alto;alto;348;alto;alto;medio;alto;A2;5;4;Hombre;bajo
alto;alto;alto;349;alto;alto;alto;alto;A1;1;1;Hombre;bajo
alto;alto;alto;350;alto;alto;medio;medio;A2;5;4;Hombre;bajo
alto;medio;medio;351;medio;medio;medio;medio;A1;2;2;Hombre;bajo
alto;medio;alto;352;alto;alto;medio;medio;A2;1;1;Hombre;bajo
medio;medio;medio;353;medio;medio;medio;alto;A-;1;1;Hombre;bajo
alto;alto;alto;354;medio;alto;medio;alto;A1;1;2;Mujer;bajo
alto;alto;medio;355;medio;alto;alto;medio;A2;5;3;Hombre;bajo
alto;alto;medio;356;alto;medio;alto;alto;A1;5;3;Mujer;bajo
