lenguaje;matematicas;sociales;Id;filosofia;biologia;quimica;fisica;nivel_ingles; sisben;estrato;genero;puntaje_saber11   
alto;medio;medio;9109;alto;medio;medio;medio;A1;5;3;Mujer;medio
alto;alto;alto;9110;medio;alto;alto;alto;A1;1;1;Hombre;medio
alto;alto;alto;9111;alto;alto;alto;alto;A2;1;1;Hombre;medio
alto;alto;alto;9112;alto;alto;medio;medio;A2;1;3;Hombre;medio
medio;medio;medio;9113;medio;alto;medio;medio;A-;2;2;Mujer;medio
alto;alto;alto;9114;alto;medio;alto;alto;A2;1;2;Hombre;medio
medio;alto;medio;9115;bajo;medio;medio;alto;A1;1;2;Hombre;medio
alto;alto;alto;9116;medio;alto;medio;medio;A1;5;3;Hombre;medio
alto;superior;alto;9117;alto;alto;alto;alto;B+;5;5;Mujer;medio
bajo;medio;medio;9118;medio;medio;medio;alto;A-;1;3;Mujer;medio
medio;medio;bajo;9119;bajo;medio;medio;medio;A-;1;1;Mujer;medio
medio;medio;medio;9120;medio;medio;medio;medio;A-;5;3;Mujer;medio
alto;medio;medio;9121;medio;alto;medio;medio;A-;5;3;Hombre;medio
alto;alto;alto;9122;medio;medio;alto;alto;B1;2;3;Mujer;medio
alto;alto;alto;9123;alto;medio;alto;alto;B1;5;4;Hombre;medio
medio;alto;medio;9124;medio;alto;medio;medio;A2;3;3;Hombre;medio
alto;alto;alto;9125;alto;alto;alto;alto;A2;5;2;Hombre;medio
alto;alto;alto;9126;alto;alto;alto;medio;A1;1;2;Hombre;medio
alto;alto;alto;9127;alto;medio;alto;medio;A2;3;3;Hombre;medio
medio;medio;medio;9128;alto;medio;medio;alto;A-;1;1;Hombre;medio
alto;alto;alto;9129;alto;alto;superior;alto;B+;5;4;Mujer;medio
alto;medio;medio;9130;medio;medio;medio;alto;A1;3;3;Hombre;medio
medio;medio;medio;9131;medio;alto;medio;medio;A1;3;3;Hombre;medio
alto;alto;medio;9132;medio;medio;alto;alto;A-;3;2;Hombre;medio
alto;alto;alto;9133;medio;alto;alto;medio;A2;5;2;Mujer;medio
medio;alto;medio;9134;medio;medio;medio;alto;A1;5;2;Hombre;medio
bajo;medio;medio;9135;medio;medio;medio;bajo;A-;2;2;Hombre;medio
alto;medio;medio;9136;medio;medio;medio;medio;A1;5;2;Hombre;medio
alto;alto;alto;9137;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;medio;medio;9138;medio;alto;medio;alto;A1;5;4;Hombre;medio
alto;medio;medio;9139;alto;medio;medio;alto;A-;2;3;Mujer;medio
medio;alto;alto;9140;medio;medio;alto;medio;A1;3;3;Hombre;medio
alto;alto;alto;9141;alto;medio;alto;alto;B1;5;3;Hombre;medio
medio;medio;medio;9142;medio;medio;medio;medio;A-;1;1;Mujer;medio
alto;alto;alto;9143;medio;alto;alto;medio;A-;1;1;Hombre;medio
medio;medio;medio;9144;medio;medio;medio;medio;A2;2;2;Hombre;medio
medio;alto;medio;9145;medio;medio;medio;medio;A-;1;1;Hombre;medio
medio;medio;alto;9146;alto;alto;alto;alto;A2;2;2;Hombre;medio
alto;alto;medio;9147;medio;medio;alto;alto;A1;5;4;Hombre;medio
medio;medio;medio;9148;medio;medio;medio;medio;A-;2;2;Mujer;medio
medio;medio;medio;9149;medio;medio;medio;medio;A-;1;1;Hombre;medio
alto;alto;alto;9150;alto;alto;alto;alto;B1;5;4;Hombre;medio
alto;medio;alto;9151;medio;medio;alto;medio;A1;5;3;Hombre;medio
alto;alto;alto;9152;alto;alto;alto;alto;A1;5;3;Hombre;medio
superior;alto;alto;9153;alto;superior;alto;alto;B+;5;4;Hombre;medio
medio;medio;alto;9154;alto;alto;medio;medio;A-;1;1;Hombre;medio
medio;medio;medio;9155;medio;medio;medio;alto;A1;2;2;Mujer;medio
medio;alto;medio;9156;bajo;medio;alto;alto;A2;5;3;Hombre;medio
medio;alto;medio;9157;medio;medio;medio;medio;A1;5;4;Hombre;medio
medio;medio;medio;9158;medio;medio;medio;medio;A-;1;2;Hombre;medio
alto;medio;medio;9159;medio;medio;alto;medio;A-;1;1;Hombre;medio
medio;medio;medio;9160;medio;medio;medio;medio;A-;5;1;Hombre;medio
alto;medio;medio;9161;medio;alto;medio;alto;A1;2;2;Hombre;medio
alto;alto;alto;9162;alto;alto;superior;alto;B1;5;4;Mujer;medio
medio;medio;medio;9163;alto;alto;medio;medio;A-;5;4;Hombre;medio
medio;alto;medio;9164;medio;medio;alto;alto;A-;1;1;Mujer;medio
alto;medio;medio;9165;medio;medio;medio;medio;A1;1;2;Hombre;medio
medio;alto;alto;9166;medio;alto;medio;medio;A-;1;1;Mujer;medio
medio;medio;alto;9167;medio;medio;medio;medio;A2;5;2;Mujer;medio
alto;superior;alto;9168;medio;alto;alto;alto;A1;5;3;Hombre;medio
alto;alto;alto;9169;alto;alto;medio;alto;A1;2;2;Hombre;medio
alto;alto;alto;9170;medio;medio;medio;alto;A2;1;1;Hombre;medio
alto;alto;alto;9171;medio;superior;alto;alto;A2;2;3;Hombre;medio
medio;superior;alto;9172;alto;alto;medio;alto;A2;5;2;Hombre;medio
alto;alto;alto;9173;alto;alto;alto;alto;A1;1;1;Hombre;medio
alto;medio;medio;9174;alto;medio;alto;alto;A2;2;2;Mujer;medio
alto;alto;alto;9175;alto;alto;alto;alto;B1;5;5;Mujer;medio
alto;medio;alto;9176;alto;alto;alto;medio;A2;2;2;Hombre;medio
medio;alto;alto;9177;medio;alto;alto;medio;A1;5;3;Mujer;medio
alto;superior;alto;9178;alto;alto;alto;alto;B1;1;2;Hombre;medio
medio;medio;medio;9179;medio;medio;medio;medio;A-;1;1;Hombre;medio
alto;superior;alto;9180;alto;alto;alto;superior;B+;5;5;Mujer;medio
medio;medio;medio;9181;medio;medio;alto;medio;A-;2;2;Hombre;medio
alto;alto;alto;9182;alto;alto;alto;alto;A2;2;2;Mujer;medio
medio;alto;medio;9183;medio;alto;alto;alto;A-;2;2;Mujer;medio
medio;alto;alto;9184;medio;medio;alto;alto;A1;1;1;Mujer;medio
alto;alto;alto;9185;medio;alto;medio;medio;A1;5;4;Mujer;medio
medio;alto;alto;9186;medio;alto;medio;medio;A1;5;3;Hombre;medio
medio;alto;medio;9187;medio;medio;medio;medio;A-;1;1;Mujer;medio
medio;alto;alto;9188;alto;alto;alto;medio;A1;1;1;Hombre;medio
alto;medio;medio;9189;alto;medio;medio;medio;A-;2;2;Mujer;medio
alto;superior;alto;9190;alto;alto;alto;superior;B+;5;5;Mujer;medio
medio;medio;medio;9191;medio;medio;alto;alto;A1;2;2;Mujer;medio
alto;alto;alto;9192;alto;alto;medio;medio;A1;5;5;Hombre;medio
medio;alto;alto;9193;medio;alto;alto;alto;A1;5;2;Hombre;medio
alto;alto;superior;9194;alto;alto;alto;alto;A2;5;2;Hombre;medio
medio;medio;alto;9195;alto;alto;alto;medio;A1;5;1;Hombre;medio
alto;alto;alto;9196;medio;alto;alto;alto;A-;1;2;Hombre;medio
alto;alto;alto;9197;superior;alto;alto;alto;A-;1;1;Hombre;medio
alto;alto;alto;9198;medio;medio;alto;alto;A1;5;3;Mujer;medio
alto;alto;alto;9199;medio;medio;medio;medio;A-;2;2;Mujer;medio
medio;alto;alto;9200;medio;alto;alto;alto;A1;5;4;Mujer;medio
alto;alto;medio;9201;medio;medio;medio;medio;B1;5;4;Hombre;medio
alto;alto;alto;9202;alto;alto;alto;alto;A2;5;5;Hombre;medio
alto;alto;alto;9203;alto;alto;alto;alto;B+;5;3;Hombre;medio
medio;medio;alto;9204;alto;medio;medio;medio;A-;1;1;Mujer;medio
alto;superior;alto;9205;alto;medio;alto;alto;A-;5;4;Mujer;medio
alto;alto;medio;9206;medio;alto;medio;medio;A1;5;2;Mujer;medio
alto;medio;alto;9207;medio;medio;medio;medio;A1;1;1;Mujer;medio
alto;alto;alto;9208;alto;superior;alto;alto;B1;5;3;Mujer;medio
medio;medio;medio;9209;alto;alto;alto;medio;A-;2;3;Mujer;medio
alto;alto;alto;9210;alto;alto;alto;alto;B1;5;3;Hombre;medio
medio;alto;alto;9211;medio;medio;medio;alto;A-;2;2;Hombre;medio
alto;alto;alto;9212;alto;alto;alto;alto;B1;5;5;Mujer;medio
alto;alto;alto;9213;alto;alto;alto;alto;A2;5;2;Mujer;medio
medio;alto;medio;9214;medio;medio;medio;medio;A1;5;2;Hombre;medio
bajo;medio;medio;9215;medio;medio;bajo;medio;A1;5;4;Hombre;medio
medio;alto;medio;9216;medio;alto;alto;medio;A1;1;1;Mujer;medio
alto;alto;alto;9217;alto;alto;alto;alto;A2;5;4;Mujer;medio
alto;alto;alto;9218;medio;superior;superior;alto;B1;5;3;Hombre;medio
alto;medio;alto;9219;medio;alto;alto;medio;A-;5;3;Hombre;medio
alto;alto;medio;9220;medio;medio;medio;medio;A1;2;3;Hombre;medio
alto;medio;medio;9221;medio;medio;medio;medio;A-;1;4;Hombre;medio
alto;medio;medio;9222;medio;medio;medio;medio;A-;2;2;Mujer;medio
alto;alto;alto;9223;alto;medio;medio;alto;A-;1;1;Hombre;medio
alto;alto;alto;9224;alto;medio;medio;alto;A1;1;1;Hombre;medio
alto;alto;alto;9225;medio;alto;alto;alto;A1;5;1;Mujer;medio
medio;medio;alto;9226;alto;medio;alto;alto;A1;5;2;Hombre;medio
medio;alto;medio;9227;medio;medio;medio;medio;A-;2;2;Hombre;medio
alto;medio;medio;9228;medio;alto;medio;alto;A-;4;4;Hombre;medio
medio;superior;alto;9229;medio;alto;alto;alto;A-;5;3;Hombre;medio
alto;medio;medio;9230;medio;medio;alto;medio;A1;5;2;Hombre;medio
alto;medio;alto;9231;alto;alto;alto;medio;A1;5;3;Mujer;medio
medio;alto;medio;9232;medio;medio;medio;medio;A1;3;3;Hombre;medio
medio;alto;medio;9233;medio;medio;alto;medio;A1;5;3;Hombre;medio
medio;medio;alto;9234;medio;medio;alto;medio;A1;5;3;Hombre;medio
medio;medio;medio;9235;medio;medio;alto;alto;A1;1;1;Hombre;medio
alto;superior;alto;9236;medio;alto;alto;alto;A2;5;3;Hombre;medio
alto;alto;medio;9237;alto;alto;alto;alto;A-;5;3;Mujer;medio
alto;alto;alto;9238;alto;alto;alto;alto;A1;5;3;Hombre;medio
medio;medio;alto;9239;alto;medio;medio;alto;A1;2;2;Mujer;medio
alto;alto;alto;9240;superior;alto;superior;superior;B+;5;3;Hombre;medio
alto;medio;alto;9241;alto;medio;medio;medio;A1;5;2;Hombre;medio
alto;alto;alto;9242;alto;alto;alto;alto;A2;2;2;Hombre;medio
medio;medio;alto;9243;alto;medio;medio;medio;A2;2;1;Hombre;medio
medio;alto;medio;9244;medio;medio;alto;medio;A1;5;3;Hombre;medio
medio;alto;medio;9245;medio;alto;medio;alto;A1;1;1;Mujer;medio
medio;medio;alto;9246;alto;alto;alto;bajo;A1;2;2;Hombre;medio
alto;alto;alto;9247;medio;alto;alto;alto;B1;5;3;Hombre;medio
medio;medio;medio;9248;alto;medio;medio;medio;A-;5;4;Mujer;medio
medio;alto;medio;9249;alto;alto;alto;medio;A1;5;2;Hombre;medio
superior;alto;medio;9250;alto;alto;superior;alto;B+;5;5;Hombre;medio
alto;alto;alto;9251;alto;medio;alto;medio;A-;5;2;Mujer;medio
alto;medio;medio;9252;alto;alto;medio;alto;A1;2;2;Mujer;medio
alto;medio;medio;9253;medio;medio;medio;medio;A1;1;1;Mujer;medio
alto;alto;alto;9254;alto;alto;alto;alto;A2;2;2;Hombre;medio
alto;medio;medio;9255;medio;medio;medio;medio;A1;3;3;Hombre;medio
alto;alto;alto;9256;alto;alto;alto;alto;A2;5;3;Mujer;medio
medio;medio;alto;9257;alto;medio;medio;medio;A-;5;3;Hombre;medio
medio;alto;medio;9258;medio;alto;alto;medio;A1;1;2;Hombre;medio
medio;medio;medio;9259;medio;alto;medio;medio;A-;5;5;Hombre;medio
alto;alto;alto;9260;medio;medio;alto;alto;B1;5;3;Mujer;medio
alto;alto;alto;9261;alto;alto;alto;alto;B+;5;4;Mujer;medio
alto;alto;alto;9262;medio;alto;medio;medio;B1;5;4;Mujer;medio
alto;alto;alto;9263;medio;alto;alto;alto;A1;5;3;Mujer;medio
medio;medio;medio;9264;medio;alto;medio;medio;A-;2;2;Hombre;medio
medio;medio;medio;9265;medio;medio;medio;alto;A1;5;2;Hombre;medio
medio;alto;alto;9266;medio;medio;alto;medio;A-;1;2;Hombre;medio
alto;alto;alto;9267;medio;alto;alto;alto;A-;1;2;Hombre;medio
alto;alto;medio;9268;medio;alto;medio;alto;A1;3;3;Hombre;medio
medio;medio;medio;9269;medio;medio;medio;medio;A1;3;3;Mujer;medio
alto;alto;medio;9270;alto;medio;medio;medio;A2;5;3;Hombre;medio
alto;alto;alto;9271;alto;alto;alto;alto;A2;1;2;Mujer;medio
alto;alto;alto;9272;alto;alto;medio;alto;B1;2;2;Mujer;medio
alto;alto;alto;9273;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;medio;alto;9274;alto;medio;medio;medio;A1;3;3;Hombre;medio
alto;alto;alto;9275;alto;alto;medio;alto;A2;5;4;Mujer;medio
medio;medio;alto;9276;medio;alto;alto;alto;A1;1;2;Mujer;medio
medio;alto;medio;9277;medio;medio;alto;alto;A1;5;3;Hombre;medio
medio;medio;medio;9278;medio;medio;medio;medio;A1;2;2;Hombre;medio
alto;medio;medio;9279;medio;medio;medio;medio;A-;5;2;Hombre;medio
medio;medio;medio;9280;medio;medio;medio;medio;A-;5;2;Mujer;medio
medio;medio;medio;9281;medio;alto;medio;alto;A1;5;2;Hombre;medio
alto;alto;alto;9282;medio;medio;alto;medio;A1;3;3;Hombre;medio
medio;alto;alto;9283;medio;alto;medio;alto;A2;2;2;Hombre;medio
alto;alto;medio;9284;medio;medio;medio;medio;A2;2;1;Hombre;medio
alto;alto;alto;9285;alto;alto;alto;alto;B1;5;3;Mujer;medio
alto;medio;medio;9286;alto;medio;alto;medio;A1;2;2;Hombre;medio
alto;superior;alto;9287;alto;medio;alto;alto;B+;4;4;Mujer;medio
medio;medio;medio;9288;medio;medio;medio;medio;A1;2;2;Hombre;medio
medio;alto;alto;9289;alto;medio;alto;medio;A2;5;3;Mujer;medio
alto;alto;medio;9290;alto;alto;medio;alto;A1;5;3;Hombre;medio
alto;alto;medio;9291;alto;alto;alto;medio;B1;5;5;Mujer;medio
medio;medio;alto;9292;medio;alto;medio;medio;A1;2;2;Hombre;medio
alto;alto;alto;9293;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;alto;alto;9294;medio;alto;alto;alto;A1;1;1;Hombre;medio
alto;alto;medio;9295;alto;medio;alto;alto;A2;1;1;Hombre;medio
medio;medio;medio;9296;medio;alto;medio;medio;A1;1;1;Hombre;medio
alto;medio;medio;9297;alto;medio;alto;alto;A1;1;2;Mujer;medio
medio;medio;medio;9298;medio;medio;medio;alto;A-;5;3;Hombre;medio
alto;alto;alto;9299;medio;alto;alto;medio;A1;3;3;Mujer;medio
alto;medio;medio;9300;medio;medio;medio;medio;A1;5;3;Mujer;medio
alto;alto;alto;9301;medio;alto;alto;alto;A-;1;2;Mujer;medio
alto;alto;medio;9302;alto;alto;alto;alto;A1;2;2;Mujer;medio
medio;medio;medio;9303;alto;medio;medio;medio;A1;1;1;Hombre;medio
alto;alto;alto;9304;alto;alto;alto;alto;A2;5;3;Hombre;medio
alto;medio;medio;9305;medio;alto;alto;alto;A2;1;1;Hombre;medio
alto;alto;alto;9306;medio;alto;alto;superior;A-;2;2;Mujer;medio
alto;medio;alto;9307;alto;alto;medio;medio;A1;5;3;Hombre;medio
alto;alto;medio;9308;medio;alto;medio;alto;A1;5;3;Mujer;medio
medio;medio;medio;9309;medio;alto;medio;medio;A-;1;1;Hombre;medio
alto;alto;alto;9310;alto;alto;alto;alto;A2;5;2;Hombre;medio
medio;medio;medio;9311;alto;alto;medio;medio;A1;2;2;Mujer;medio
medio;alto;alto;9312;medio;alto;medio;alto;A-;1;1;Mujer;medio
alto;alto;alto;9313;medio;alto;alto;alto;A2;5;2;Mujer;medio
alto;alto;alto;9314;medio;alto;alto;alto;B+;5;3;Hombre;medio
alto;alto;alto;9315;alto;alto;alto;alto;A1;1;1;Mujer;medio
medio;medio;medio;9316;medio;medio;medio;alto;A-;3;2;Hombre;medio
alto;alto;alto;9317;medio;alto;medio;alto;A1;2;2;Mujer;medio
alto;medio;medio;9318;medio;alto;medio;medio;A1;5;2;Hombre;medio
alto;alto;medio;9319;medio;medio;medio;medio;A-;1;2;Hombre;medio
medio;medio;alto;9320;medio;medio;medio;alto;A1;2;2;Mujer;medio
alto;alto;alto;9321;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;alto;alto;9322;alto;alto;alto;medio;A2;5;2;Mujer;medio
medio;alto;medio;9323;medio;medio;medio;alto;A1;1;2;Hombre;medio
alto;superior;alto;9324;alto;alto;alto;alto;B+;5;4;Hombre;medio
alto;alto;alto;9325;alto;superior;alto;alto;B1;5;3;Mujer;medio
alto;medio;medio;9326;medio;alto;alto;medio;A1;5;2;Mujer;medio
alto;alto;alto;9327;medio;alto;alto;alto;A2;5;2;Hombre;medio
medio;alto;medio;9328;medio;medio;medio;medio;A-;5;3;Hombre;medio
superior;alto;alto;9329;medio;medio;alto;medio;A1;2;3;Hombre;medio
medio;medio;medio;9330;medio;medio;medio;medio;A1;2;1;Mujer;medio
medio;alto;alto;9331;medio;medio;medio;medio;A-;2;2;Hombre;medio
medio;medio;alto;9332;alto;alto;medio;alto;A1;2;2;Mujer;medio
alto;alto;alto;9333;medio;alto;alto;medio;A1;5;3;Hombre;medio
alto;alto;alto;9334;medio;medio;alto;alto;A1;1;1;Mujer;medio
medio;alto;medio;9335;medio;alto;medio;medio;B1;5;5;Mujer;medio
medio;medio;medio;9336;medio;medio;medio;medio;A1;5;2;Hombre;medio
medio;medio;medio;9337;medio;medio;medio;medio;A1;5;2;Mujer;medio
alto;alto;alto;9338;alto;alto;alto;alto;B+;5;2;Mujer;medio
medio;alto;medio;9339;medio;medio;alto;alto;A1;1;2;Hombre;medio
alto;medio;alto;9340;alto;alto;alto;alto;A1;5;2;Hombre;medio
alto;alto;alto;9341;alto;medio;alto;medio;A1;5;3;Mujer;medio
medio;medio;medio;9342;medio;medio;medio;medio;A-;1;1;Mujer;medio
alto;superior;alto;9343;alto;alto;alto;superior;B1;5;6;Hombre;medio
medio;alto;alto;9344;alto;alto;alto;medio;A-;2;2;Mujer;medio
alto;alto;alto;9345;alto;alto;medio;alto;A1;2;2;Mujer;medio
alto;medio;medio;9346;medio;medio;alto;alto;A2;2;2;Mujer;medio
alto;alto;alto;9347;alto;alto;alto;alto;A2;5;3;Mujer;medio
alto;alto;alto;9348;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;alto;alto;9349;medio;alto;alto;medio;A1;2;2;Hombre;medio
alto;alto;medio;9350;alto;alto;medio;alto;A1;2;2;Mujer;medio
alto;alto;medio;9351;alto;alto;alto;alto;A-;1;1;Hombre;medio
alto;alto;alto;9352;medio;alto;alto;alto;A2;1;1;Hombre;medio
alto;alto;alto;9353;alto;superior;medio;alto;A1;2;2;Hombre;medio
medio;medio;medio;9354;medio;medio;medio;alto;A1;5;5;Mujer;medio
alto;alto;alto;9355;alto;alto;alto;medio;A-;2;2;Hombre;medio
medio;alto;alto;9356;medio;medio;medio;alto;A2;5;4;Hombre;medio
alto;medio;medio;9357;medio;medio;medio;alto;A1;5;3;Hombre;medio
alto;medio;medio;9358;alto;alto;alto;medio;A1;1;1;Hombre;medio
alto;superior;alto;9359;alto;medio;alto;alto;B1;5;6;Hombre;medio
medio;alto;alto;9360;alto;alto;alto;alto;B1;5;6;Hombre;medio
alto;alto;medio;9361;medio;medio;alto;alto;A2;3;3;Mujer;medio
alto;alto;alto;9362;alto;alto;alto;alto;A-;1;1;Hombre;medio
medio;medio;medio;9363;medio;bajo;medio;alto;A1;1;1;Mujer;medio
medio;medio;medio;9364;medio;medio;medio;medio;A-;1;1;Hombre;medio
alto;alto;medio;9365;medio;alto;medio;alto;A1;2;2;Hombre;medio
alto;superior;alto;9366;alto;medio;alto;alto;A1;1;1;Mujer;medio
alto;alto;alto;9367;alto;alto;alto;alto;A2;5;2;Hombre;medio
medio;medio;medio;9368;medio;medio;medio;alto;A1;5;3;Hombre;medio
medio;alto;alto;9369;alto;alto;alto;alto;A2;5;2;Hombre;medio
medio;medio;medio;9370;medio;medio;medio;medio;A-;5;1;Mujer;medio
medio;medio;medio;9371;medio;medio;medio;medio;A1;5;3;Hombre;medio
alto;superior;medio;9372;alto;medio;alto;alto;A1;5;3;Mujer;medio
alto;alto;alto;9373;alto;alto;alto;alto;A2;2;2;Hombre;medio
alto;medio;medio;9374;alto;medio;medio;medio;A1;5;3;Hombre;medio
alto;medio;alto;9375;alto;medio;alto;alto;A1;4;3;Hombre;medio
alto;alto;medio;9376;medio;medio;medio;medio;A1;5;2;Hombre;medio
alto;alto;alto;9377;alto;alto;alto;alto;A1;5;3;Hombre;medio
medio;medio;medio;9378;medio;medio;medio;alto;A1;1;1;Hombre;medio
medio;alto;alto;9379;medio;medio;alto;medio;A1;5;2;Mujer;medio
alto;alto;medio;9380;alto;alto;alto;alto;B1;5;4;Hombre;medio
alto;alto;alto;9381;alto;alto;alto;alto;A1;5;2;Hombre;medio
medio;medio;medio;9382;medio;medio;alto;alto;A-;5;1;Hombre;medio
medio;medio;alto;9383;medio;medio;medio;alto;A1;5;2;Hombre;medio
alto;alto;alto;9384;medio;alto;alto;medio;A1;1;2;Hombre;medio
superior;superior;alto;9385;alto;alto;superior;superior;B+;5;4;Hombre;medio
alto;alto;medio;9386;medio;alto;alto;medio;A1;2;2;Mujer;medio
alto;alto;alto;9387;medio;alto;medio;medio;A2;5;3;Mujer;medio
alto;superior;alto;9388;alto;alto;alto;alto;B1;5;2;Mujer;medio
alto;medio;alto;9389;alto;medio;alto;alto;A1;1;2;Mujer;medio
alto;alto;alto;9390;medio;medio;alto;medio;A1;1;1;Hombre;medio
medio;medio;alto;9391;bajo;medio;alto;medio;A1;3;3;Mujer;medio
alto;alto;alto;9392;alto;medio;medio;alto;A1;2;2;Hombre;medio
medio;alto;medio;9393;medio;alto;alto;alto;A1;5;2;Hombre;medio
medio;medio;medio;9394;medio;alto;alto;medio;A1;1;3;Hombre;medio
alto;alto;alto;9395;alto;alto;medio;alto;B1;5;3;Mujer;medio
medio;medio;medio;9396;medio;medio;medio;medio;A1;5;2;Hombre;medio
alto;medio;medio;9397;medio;medio;medio;alto;A1;5;2;Hombre;medio
alto;alto;alto;9398;alto;alto;medio;medio;A1;3;3;Hombre;medio
alto;alto;medio;9399;medio;alto;medio;alto;A-;1;2;Mujer;medio
alto;alto;alto;9400;alto;alto;alto;alto;B1;5;6;Hombre;medio
alto;alto;alto;9401;alto;alto;alto;alto;B1;2;2;Hombre;medio
alto;medio;medio;9402;medio;alto;medio;medio;A1;5;3;Mujer;medio
medio;alto;alto;9403;medio;medio;alto;alto;A1;5;3;Hombre;medio
alto;alto;medio;9404;medio;alto;alto;alto;A1;5;2;Hombre;medio
medio;medio;medio;9405;medio;medio;medio;alto;A1;1;2;Mujer;medio
alto;alto;alto;9406;medio;alto;medio;alto;A-;1;3;Hombre;medio
alto;alto;alto;9407;medio;alto;alto;alto;B1;5;3;Mujer;medio
medio;alto;medio;9408;medio;alto;alto;alto;A1;3;3;Hombre;medio
medio;medio;medio;9409;medio;medio;alto;alto;A-;5;2;Mujer;medio
alto;alto;alto;9410;superior;alto;alto;alto;A1;2;2;Mujer;medio
medio;alto;medio;9411;medio;medio;alto;medio;A-;5;1;Hombre;medio
alto;medio;alto;9412;alto;alto;alto;alto;A1;5;2;Hombre;medio
medio;medio;bajo;9413;medio;medio;medio;medio;A-;1;1;Mujer;medio
alto;alto;alto;9414;alto;alto;alto;alto;A1;1;1;Mujer;medio
alto;medio;medio;9415;alto;alto;medio;alto;A-;2;2;Hombre;medio
alto;alto;alto;9416;alto;alto;alto;alto;A2;5;5;Hombre;medio
alto;alto;alto;9417;medio;alto;alto;alto;B+;5;6;Hombre;medio
medio;medio;medio;9418;alto;medio;medio;medio;A1;5;3;Hombre;medio
medio;alto;alto;9419;alto;alto;alto;alto;A1;5;2;Mujer;medio
medio;alto;medio;9420;medio;medio;alto;alto;A1;5;2;Hombre;medio
alto;alto;alto;9421;alto;alto;alto;alto;B1;5;3;Hombre;medio
alto;alto;alto;9422;medio;medio;alto;alto;A-;5;4;Hombre;medio
medio;alto;medio;9423;medio;medio;medio;alto;A1;2;2;Mujer;medio
alto;medio;medio;9424;alto;medio;medio;alto;A-;5;1;Mujer;medio
alto;alto;alto;9425;alto;alto;alto;medio;B1;5;4;Mujer;medio
alto;alto;alto;9426;alto;alto;alto;alto;A2;2;2;Hombre;medio
medio;medio;medio;9427;alto;alto;medio;alto;A1;5;2;Mujer;medio
medio;medio;medio;9428;medio;alto;medio;medio;A-;5;3;Hombre;medio
medio;medio;medio;9429;alto;medio;medio;medio;A-;1;1;Hombre;medio
alto;alto;alto;9430;alto;alto;medio;alto;A2;5;2;Mujer;medio
alto;alto;alto;9431;alto;medio;medio;medio;B1;5;3;Mujer;medio
alto;alto;alto;9432;alto;alto;alto;alto;A1;2;2;Mujer;medio
medio;medio;medio;9433;medio;medio;alto;medio;A-;5;1;Hombre;medio
alto;alto;alto;9434;medio;medio;alto;alto;B1;5;6;Hombre;medio
alto;medio;medio;9435;medio;alto;medio;medio;A1;5;2;Hombre;medio
alto;alto;alto;9436;alto;alto;alto;alto;A2;5;4;Hombre;medio
alto;alto;alto;9437;alto;medio;alto;alto;A1;5;3;Mujer;medio
medio;alto;medio;9438;medio;medio;medio;medio;A1;2;2;Mujer;medio
alto;alto;alto;9439;medio;alto;alto;alto;B1;5;4;Mujer;medio
alto;medio;medio;9440;medio;medio;alto;medio;A1;1;1;Hombre;medio
alto;alto;medio;9441;medio;medio;medio;medio;A1;5;3;Hombre;medio
medio;medio;medio;9442;medio;medio;medio;medio;A1;2;2;Hombre;medio
alto;alto;alto;9443;alto;alto;alto;alto;B+;5;5;Hombre;medio
medio;alto;alto;9444;alto;alto;medio;medio;A2;3;3;Hombre;medio
alto;alto;alto;9445;medio;medio;medio;alto;A1;5;3;Hombre;medio
medio;alto;alto;9446;alto;alto;alto;alto;A1;5;2;Hombre;medio
alto;alto;medio;9447;alto;alto;alto;alto;B1;5;4;Hombre;medio
alto;medio;alto;9448;medio;medio;medio;medio;A1;1;1;Hombre;medio
alto;medio;alto;9449;alto;alto;medio;medio;B1;5;6;Mujer;medio
medio;medio;medio;9450;medio;medio;medio;medio;A-;5;3;Mujer;medio
alto;medio;alto;9451;medio;medio;alto;medio;A1;5;6;Hombre;medio
alto;alto;alto;9452;medio;alto;alto;alto;A2;5;2;Hombre;medio
alto;alto;alto;9453;medio;medio;alto;medio;A1;1;2;Mujer;medio
alto;alto;alto;9454;medio;alto;medio;medio;A1;2;2;Hombre;medio
alto;medio;medio;9455;medio;medio;alto;medio;A1;2;2;Mujer;medio
medio;medio;medio;9456;medio;medio;medio;medio;A-;5;4;Hombre;medio
medio;alto;medio;9457;medio;alto;medio;alto;B1;5;4;Hombre;medio
medio;medio;medio;9458;medio;alto;medio;alto;A1;5;2;Hombre;medio
superior;alto;alto;9459;medio;alto;alto;alto;A1;2;3;Hombre;medio
alto;medio;medio;9460;medio;medio;medio;medio;A-;1;2;Hombre;medio
alto;alto;medio;9461;medio;medio;alto;alto;A1;5;4;Hombre;medio
medio;medio;medio;9462;medio;medio;medio;medio;A1;1;1;Hombre;medio
medio;medio;alto;9463;medio;alto;alto;alto;A1;1;1;Hombre;medio
alto;alto;alto;9464;alto;medio;alto;alto;B1;5;3;Hombre;medio
